Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Office Supplies,El Paso,United States,Michael Grace,Staple-on labels,2/23/2013,CA-2011-103744,79907,Staple-on labels,Central,Home Office,2/27/2013,Standard Class,Texas,Labels,20%,1,$2,34%,3,$7
Office Supplies,El Paso,United States,Michael Grace,GBC,2/23/2013,CA-2011-103744,79907,GBC Plastic Binding Combs,Central,Home Office,2/27/2013,Standard Class,Texas,Binders,80%,1,-$7,-155%,3,$4
Office Supplies,Medford,United States,Jennifer Halladay,Message Book,2/24/2013,US-2011-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,3/2/2013,Standard Class,Oregon,Paper,20%,1,$11,34%,4,$33
Office Supplies,Medford,United States,Jennifer Halladay,TOPS,2/24/2013,US-2011-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,3/2/2013,Standard Class,Oregon,Paper,20%,1,$8,34%,3,$23
Office Supplies,Columbus,United States,Joy Smith,Zebra,2/27/2013,CA-2011-156545,43229,Zebra Zazzle Fluorescent Highlighters,East,Consumer,3/3/2013,First Class,Ohio,Art,20%,1,$3,18%,4,$19
Furniture,Seattle,United States,Dave Brooks,Global,3/1/2013,CA-2011-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,3/6/2013,Second Class,Washington,Chairs,20%,1,$51,11%,2,$458
Technology,New York City,United States,Hallie Redmond,Other,3/1/2013,US-2011-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,3/5/2013,Standard Class,New York,Phones,0%,1,$2,27%,3,$6
Furniture,Elmhurst,United States,Vicky Freymann,Novimex,3/1/2013,CA-2011-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,3/5/2013,Standard Class,Illinois,Chairs,30%,1,-$172,-27%,6,$634
Office Supplies,Elmhurst,United States,Vicky Freymann,Other,3/1/2013,CA-2011-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,3/5/2013,Standard Class,Illinois,Paper,20%,1,$6,33%,3,$17
Office Supplies,El Paso,United States,Shahid Collister,Other,3/1/2013,CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,3/5/2013,Standard Class,Texas,Fasteners,20%,1,-$4,-19%,5,$19
Furniture,El Paso,United States,Shahid Collister,Other,3/1/2013,CA-2011-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,3/5/2013,Standard Class,Texas,Chairs,30%,1,$0,0%,6,$362
Furniture,El Paso,United States,Shahid Collister,DAX,3/1/2013,CA-2011-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,3/5/2013,Standard Class,Texas,Furnishings,60%,1,-$35,-55%,6,$64
Office Supplies,El Paso,United States,Shahid Collister,Fellowes,3/1/2013,CA-2011-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,3/5/2013,Standard Class,Texas,Storage,20%,1,-$23,-18%,3,$130
Office Supplies,Houston,United States,Giulietta Weimer,Other,3/1/2013,CA-2011-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,3/7/2013,Standard Class,Texas,Storage,20%,1,$9,6%,3,$137
Furniture,Houston,United States,Giulietta Weimer,Bevis,3/1/2013,CA-2011-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,3/7/2013,Standard Class,Texas,Tables,30%,1,-$43,-11%,3,$377
Office Supplies,New York City,United States,Kristina Nunn,Staple envelope,3/2/2013,CA-2011-107524,10009,Staple envelope,East,Home Office,3/8/2013,Standard Class,New York,Envelopes,0%,1,$5,47%,2,$11
Office Supplies,New York City,United States,Kristina Nunn,Array,3/2/2013,CA-2011-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,3/8/2013,Standard Class,New York,Paper,0%,1,$17,48%,5,$36
Office Supplies,Philadelphia,United States,Nicole Hansen,Xerox 1971,3/2/2013,CA-2011-111157,19120,Xerox 1971,East,Corporate,3/6/2013,Standard Class,Pennsylvania,Paper,20%,1,$1,31%,1,$3
Technology,Philadelphia,United States,Nicole Hansen,Other,3/2/2013,CA-2011-111157,19120,Hypercom P1300 Pinpad,East,Corporate,3/6/2013,Standard Class,Pennsylvania,Accessories,20%,1,$32,21%,3,$151
Office Supplies,Wilmington,United States,Ashley Jarboe,Zebra,3/3/2013,CA-2011-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,3/7/2013,Second Class,North Carolina,Art,20%,1,$3,18%,4,$19
Technology,New York City,United States,Anne Pryor,Other,3/3/2013,CA-2011-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,3/8/2013,Standard Class,New York,Phones,0%,1,$5,46%,1,$10
Office Supplies,New York City,United States,Anne Pryor,Ibico,3/3/2013,CA-2011-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,3/8/2013,Standard Class,New York,Binders,20%,1,$41,33%,3,$126
Office Supplies,New York City,United States,Anne Pryor,Cardinal,3/3/2013,CA-2011-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,3/8/2013,Standard Class,New York,Binders,20%,1,$9,36%,5,$25
Office Supplies,Columbus,United States,Jill Stevenson,Avery,3/3/2013,US-2011-127978,43229,Avery 495,East,Corporate,3/8/2013,Standard Class,Ohio,Labels,20%,1,$5,33%,3,$15
Furniture,Columbus,United States,Jill Stevenson,O'Sullivan,3/3/2013,US-2011-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,3/8/2013,Standard Class,Ohio,Bookcases,50%,1,-$200,-66%,5,$302
Office Supplies,Columbus,United States,Jill Stevenson,Eldon,3/3/2013,US-2011-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,3/8/2013,Standard Class,Ohio,Storage,20%,1,-$10,-23%,8,$45
Office Supplies,Houston,United States,Sam Craven,Other,3/3/2013,CA-2011-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,3/7/2013,Standard Class,Texas,Appliances,80%,1,-$460,-260%,3,$177
Furniture,San Diego,United States,Eva Jacobs,Bevis,3/3/2013,CA-2011-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,3/7/2013,Standard Class,California,Tables,20%,1,-$23,-4%,3,$626
Office Supplies,Columbia,United States,Clay Ludtke,Other,3/4/2013,CA-2011-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,3/4/2013,Same Day,South Carolina,Storage,0%,1,$18,5%,5,$355
Office Supplies,Margate,United States,Sanjit Chand,BIC,3/4/2013,CA-2011-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,3/9/2013,Standard Class,Florida,Art,20%,1,$2,15%,3,$16
Office Supplies,Yonkers,United States,Aimee Bixby,Newell,3/5/2013,CA-2011-169061,10701,Newell 345,East,Consumer,3/8/2013,Second Class,New York,Art,0%,1,$15,26%,3,$60
Technology,Yonkers,United States,Aimee Bixby,Logitech,3/5/2013,CA-2011-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,3/8/2013,Second Class,New York,Accessories,0%,1,$178,37%,3,$480
Office Supplies,Yonkers,United States,Aimee Bixby,Acme,3/5/2013,CA-2011-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,3/8/2013,Second Class,New York,Supplies,0%,1,$5,29%,2,$19
Office Supplies,Yonkers,United States,Aimee Bixby,GBC,3/5/2013,CA-2011-169061,10701,GBC Wire Binding Combs,East,Consumer,3/8/2013,Second Class,New York,Binders,20%,1,$17,34%,6,$50
Office Supplies,Yonkers,United States,Aimee Bixby,Xerox,3/5/2013,CA-2011-169061,10701,Xerox 1891,East,Consumer,3/8/2013,Second Class,New York,Paper,0%,1,$46,47%,2,$98
Furniture,Seattle,United States,Aaron Bergman,Global,3/7/2013,CA-2011-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,3/8/2013,First Class,Washington,Chairs,20%,1,$5,11%,1,$49
Office Supplies,Seattle,United States,Aaron Bergman,Newell,3/7/2013,CA-2011-156587,98103,Newell 330,West,Consumer,3/8/2013,First Class,Washington,Art,0%,1,$5,26%,3,$18
Office Supplies,Seattle,United States,Aaron Bergman,Carina,3/7/2013,CA-2011-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,3/8/2013,First Class,Washington,Storage,0%,1,$5,2%,3,$243
Office Supplies,Des Moines,United States,Nora Pelletier,Other,3/7/2013,US-2011-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,3/11/2013,Second Class,Washington,Binders,20%,1,$34,31%,2,$108
Office Supplies,Seattle,United States,Craig Molinari,Newell,3/7/2013,CA-2011-104563,98103,Newell Chalk Holder,West,Corporate,3/12/2013,Standard Class,Washington,Art,0%,1,$9,46%,5,$21
Office Supplies,Seattle,United States,Craig Molinari,Other,3/7/2013,CA-2011-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,3/12/2013,Standard Class,Washington,Storage,0%,1,$0,0%,5,$205
Furniture,Seattle,United States,Craig Molinari,Office Star,3/7/2013,CA-2011-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,3/12/2013,Standard Class,Washington,Chairs,20%,1,$22,5%,6,$437
Furniture,Seattle,United States,Craig Molinari,Global,3/7/2013,CA-2011-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,3/12/2013,Standard Class,Washington,Chairs,20%,1,$54,11%,2,$482
Office Supplies,Royal Oak,United States,Scott Williamson,Other,3/10/2013,US-2011-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,3/14/2013,Standard Class,Michigan,Paper,0%,1,$11,48%,2,$22
Office Supplies,Denver,United States,Kean Thornton,Tennsco,3/10/2013,US-2011-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,3/17/2013,Standard Class,Colorado,Storage,20%,1,-$16,-3%,3,$636
Office Supplies,Denver,United States,Kean Thornton,Boston,3/10/2013,US-2011-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,3/17/2013,Standard Class,Colorado,Art,20%,1,$9,11%,4,$83
Furniture,Columbus,United States,Chloris Kastensmidt,Eldon,3/11/2013,CA-2011-166884,43229,Eldon Wave Desk Accessories,East,Consumer,3/16/2013,Second Class,Ohio,Furnishings,20%,1,$2,28%,5,$8
Office Supplies,Columbus,United States,Chloris Kastensmidt,Stockwell,3/11/2013,CA-2011-166884,43229,Stockwell Push Pins,East,Consumer,3/16/2013,Second Class,Ohio,Fasteners,20%,1,$2,16%,6,$10
Office Supplies,New York City,United States,Kelly Andreada,Southworth,3/11/2013,CA-2011-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,3/14/2013,Second Class,New York,Paper,0%,1,$49,45%,14,$109
Office Supplies,Richmond,United States,Filia McAdams,Fellowes,3/11/2013,CA-2011-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,3/13/2013,Second Class,Kentucky,Appliances,0%,1,$38,26%,3,$147
Technology,Richmond,United States,Filia McAdams,Maxell,3/11/2013,CA-2011-114790,40475,Maxell DVD-RAM Discs,South,Corporate,3/13/2013,Second Class,Kentucky,Accessories,0%,1,$14,43%,2,$33
Technology,Richmond,United States,Filia McAdams,Panasonic,3/11/2013,CA-2011-114790,40475,Panasonic KX-TG9471B,South,Corporate,3/13/2013,Second Class,Kentucky,Phones,0%,1,$165,28%,3,$588
Office Supplies,Richmond,United States,Filia McAdams,Xerox,3/11/2013,CA-2011-114790,40475,Xerox 198,South,Corporate,3/13/2013,Second Class,Kentucky,Paper,0%,1,$7,47%,3,$15
Office Supplies,Roseville,United States,Richard Bierner,Other,3/11/2013,US-2011-103338,95661,Economy #2 Pencils,West,Consumer,3/15/2013,Standard Class,California,Art,0%,1,$2,26%,3,$8
Office Supplies,Huntington Beach,United States,Dean Katz,Xerox,3/14/2013,CA-2011-157623,92646,Xerox 1972,West,Corporate,3/18/2013,Standard Class,California,Paper,0%,1,$5,45%,2,$11
Office Supplies,Huntington Beach,United States,Dean Katz,Avery,3/14/2013,CA-2011-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,3/18/2013,Standard Class,California,Art,0%,1,$1,37%,1,$3
Furniture,Chesapeake,United States,Christine Kargatis,Global,3/14/2013,US-2011-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,3/19/2013,Standard Class,Virginia,Chairs,0%,1,$285,25%,4,"$1,140"
Office Supplies,Logan,United States,Jason Fortune-,GBC,3/14/2013,CA-2011-114510,84321,GBC Wire Binding Combs,West,Consumer,3/19/2013,Standard Class,Utah,Binders,20%,1,$11,34%,4,$33
Office Supplies,Logan,United States,Jason Fortune-,Carina,3/14/2013,CA-2011-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,3/19/2013,Standard Class,Utah,Storage,0%,1,$3,4%,1,$81
Technology,Logan,United States,Jason Fortune-,Imation,3/14/2013,CA-2011-114510,84321,Imation 30456 USB Flash Drive 8GB,West,Consumer,3/19/2013,Standard Class,Utah,Accessories,0%,1,$7,8%,12,$83
Office Supplies,Logan,United States,Jason Fortune-,Staple magnet,3/14/2013,CA-2011-114510,84321,Staple magnet,West,Consumer,3/19/2013,Standard Class,Utah,Storage,0%,1,$6,27%,2,$21
Office Supplies,Logan,United States,Jason Fortune-,Other,3/14/2013,CA-2011-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,3/19/2013,Standard Class,Utah,Binders,20%,1,$20,33%,2,$62
Technology,Chicago,United States,Rick Bensley,Hewlett-Packard,3/14/2013,CA-2011-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,3/17/2013,First Class,Illinois,Machines,30%,1,$156,27%,2,$575
Office Supplies,Chicago,United States,Rick Bensley,Xerox,3/14/2013,CA-2011-152618,60653,Xerox 1963,Central,Home Office,3/17/2013,First Class,Illinois,Paper,20%,1,$3,31%,2,$8
Office Supplies,Jacksonville,United States,Neil Französisch,Xerox,3/14/2013,CA-2011-100293,32216,Xerox 1887,South,Home Office,3/18/2013,Standard Class,Florida,Paper,20%,1,$32,35%,6,$91
Office Supplies,Tampa,United States,Alan Shonely,Other,3/15/2013,CA-2011-149958,33614,"Hot File 7-Pocket, Floor Stand",South,Consumer,3/19/2013,Standard Class,Florida,Storage,20%,1,$18,13%,1,$143
Furniture,Tampa,United States,Alan Shonely,Eldon,3/15/2013,CA-2011-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,3/19/2013,Standard Class,Florida,Furnishings,20%,1,$5,11%,3,$46
Office Supplies,Tampa,United States,Alan Shonely,Other,3/15/2013,CA-2011-149958,33614,Insertable Tab Post Binder Dividers,South,Consumer,3/19/2013,Standard Class,Florida,Binders,70%,1,-$6,-77%,3,$7
Office Supplies,Tampa,United States,Alan Shonely,GBC,3/15/2013,CA-2011-149958,33614,GBC VeloBinder Manual Binding System,South,Consumer,3/19/2013,Standard Class,Florida,Binders,70%,1,-$32,-73%,4,$43
Office Supplies,Tampa,United States,Alan Shonely,Xerox,3/15/2013,CA-2011-149958,33614,Xerox 1889,South,Consumer,3/19/2013,Standard Class,Florida,Paper,20%,1,$48,36%,3,$132
Technology,Raleigh,United States,Kristina Nunn,Polycom,3/16/2013,CA-2011-157609,27604,Polycom VoiceStation 500 Conference phone,South,Home Office,3/21/2013,Second Class,North Carolina,Phones,20%,1,$29,6%,2,$472
Office Supplies,Lakeville,United States,Bradley Nguyen,Bionaire,3/17/2013,CA-2011-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,3/24/2013,Standard Class,Minnesota,Appliances,0%,1,$37,39%,2,$94
Office Supplies,Lakeville,United States,Bradley Nguyen,Other,3/17/2013,CA-2011-118339,55044,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,3/24/2013,Standard Class,Minnesota,Paper,0%,1,$24,50%,7,$47
Office Supplies,Lakeville,United States,Bradley Nguyen,Newell,3/17/2013,CA-2011-118339,55044,Newell 35,Central,Consumer,3/24/2013,Standard Class,Minnesota,Art,0%,1,$6,29%,6,$20
Office Supplies,Lakeville,United States,Bradley Nguyen,Wilson Jones,3/17/2013,CA-2011-118339,55044,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,3/24/2013,Standard Class,Minnesota,Binders,0%,1,$25,47%,10,$53
Office Supplies,Lakeville,United States,Bradley Nguyen,Avery,3/17/2013,CA-2011-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumer,3/24/2013,Standard Class,Minnesota,Binders,0%,1,$17,48%,6,$36
Furniture,New York City,United States,Christine Phan,Bretford,3/17/2013,US-2011-148838,10024,Bretford Rectangular Conference Table Tops,East,Corporate,3/21/2013,Standard Class,New York,Tables,40%,1,-$448,-28%,7,"$1,580"
Furniture,New York City,United States,Christine Phan,Balt,3/17/2013,US-2011-148838,10024,Balt Solid Wood Round Tables,East,Corporate,3/21/2013,Standard Class,New York,Tables,40%,1,-$554,-52%,4,"$1,072"
Furniture,New York City,United States,Christine Phan,Hon,3/17/2013,US-2011-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",East,Corporate,3/21/2013,Standard Class,New York,Tables,40%,1,-$123,-20%,3,$614
Office Supplies,New York City,United States,Christine Phan,Xerox,3/17/2013,US-2011-148838,10024,Xerox 1926,East,Corporate,3/21/2013,Standard Class,New York,Paper,0%,1,$16,47%,7,$35
Office Supplies,New York City,United States,Christine Phan,Xerox,3/17/2013,US-2011-148838,10024,Xerox 1918,East,Corporate,3/21/2013,Standard Class,New York,Paper,0%,1,$76,49%,4,$155
Office Supplies,Dallas,United States,Annie Zypern,Newell,3/17/2013,CA-2011-158442,75217,Newell 333,Central,Consumer,3/17/2013,Same Day,Texas,Art,20%,1,$0,8%,2,$4
Office Supplies,Dallas,United States,Annie Zypern,Xerox,3/17/2013,CA-2011-158442,75217,Xerox 1966,Central,Consumer,3/17/2013,Same Day,Texas,Paper,20%,1,$2,36%,1,$5
Office Supplies,Dallas,United States,Annie Zypern,Xerox,3/17/2013,CA-2011-158442,75217,Xerox 1967,Central,Consumer,3/17/2013,Same Day,Texas,Paper,20%,1,$5,35%,3,$16
Office Supplies,Jackson,United States,Mark Haberlin,Acco,3/17/2013,US-2011-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,3/21/2013,Standard Class,Mississippi,Binders,0%,1,$5,47%,3,$11
Office Supplies,Jackson,United States,Mark Haberlin,GBC,3/17/2013,US-2011-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,3/21/2013,Standard Class,Mississippi,Binders,0%,1,$15,49%,2,$30
Office Supplies,Jackson,United States,Mark Haberlin,Xerox,3/17/2013,US-2011-164763,39212,Xerox 1957,South,Corporate,3/21/2013,Standard Class,Mississippi,Paper,0%,1,$6,49%,2,$13
Office Supplies,Jackson,United States,Mark Haberlin,Other,3/17/2013,US-2011-164763,39212,EcoTones Memo Sheets,South,Corporate,3/21/2013,Standard Class,Mississippi,Paper,0%,1,$8,48%,4,$16
Office Supplies,Jackson,United States,Mark Haberlin,Belkin,3/17/2013,US-2011-164763,39212,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,3/21/2013,Standard Class,Mississippi,Appliances,0%,1,$8,26%,3,$33
Office Supplies,Philadelphia,United States,Quincy Jones,Xerox,3/17/2013,CA-2011-127859,19134,Xerox 1909,East,Corporate,3/20/2013,Second Class,Pennsylvania,Paper,20%,1,$41,33%,6,$127
Technology,Jacksonville,United States,Sean Miller,Hewlett-Packard,3/18/2013,CA-2011-145317,32216,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,South,Home Office,3/23/2013,Standard Class,Florida,Machines,50%,1,-$16,-2%,4,$821
Technology,Jacksonville,United States,Sean Miller,Cisco,3/18/2013,CA-2011-145317,32216,Cisco TelePresence System EX90 Videoconferencing Unit,South,Home Office,3/23/2013,Standard Class,Florida,Machines,50%,1,"-$1,811",-8%,6,"$22,638"
Office Supplies,Jacksonville,United States,Sean Miller,Xerox,3/18/2013,CA-2011-145317,32216,Xerox 195,South,Home Office,3/23/2013,Standard Class,Florida,Paper,20%,1,$7,35%,4,$21
Office Supplies,Jacksonville,United States,Sean Miller,Avery,3/18/2013,CA-2011-145317,32216,Avery Fluorescent Highlighter Four-Color Set,South,Home Office,3/23/2013,Standard Class,Florida,Art,20%,1,$1,13%,3,$8
Furniture,Jacksonville,United States,Sean Miller,Executive Impressions,3/18/2013,CA-2011-145317,32216,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,3/23/2013,Standard Class,Florida,Furnishings,20%,1,$8,26%,2,$31
Office Supplies,Jacksonville,United States,Sean Miller,Other,3/18/2013,CA-2011-145317,32216,Staples,South,Home Office,3/23/2013,Standard Class,Florida,Fasteners,20%,1,$6,31%,3,$19
Furniture,Jacksonville,United States,Sean Miller,Dana,3/18/2013,CA-2011-145317,32216,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,3/23/2013,Standard Class,Florida,Furnishings,20%,1,$15,13%,3,$122
